sentiment,sentence_stemmed,sentence_stemmed_str
0,"['final', 'get', 'end', 'wouldv', 'great', 'handl', 'compet', 'peopl', 'jerri', 'falwel']",final get end wouldv great handl compet peopl jerri falwel
1,"['love', 'movi', 'great', 'portray', 'famili', 'share', 'up', 'end', 'knew', 'special', 'love']",love movi great portray famili share up end knew special love
1,"['seen', 'mani', 'movi', 'star', 'jaclyn', 'smith', 'god', 'one', 'best', 'though', 'came', 'year', 'ago']",seen mani movi star jaclyn smith god one best though came year ago
1,"['movi', 'contain', 'allstar', 'cast', 'love', 'open', 'eye', 'see', 'actor', 'havent', 'seen']",movi contain allstar cast love open eye see actor havent seen
1,"['movi', 'kind', 'long', 'length', 'enjoy', 'everi', 'minut']",movi kind long length enjoy everi minut
1,"['overal', 'rate', 'movi', 'scale']",overal rate movi scale
1,"['lifetim', 'air', 'enough', 'anyon', 'know', 'store', 'sell', 'let', 'know', 'musthav']",lifetim air enough anyon know store sell let know musthav
0,"['particularli', 'rememb', 'sens', 'assault', 'strident', 'cord', 'music', 'would', 'blare', 'littl', 'warn', 'even', 'less', 'mean']",particularli rememb sens assault strident cord music would blare littl warn even less mean
0,"['sort', 'pap', 'screen', 'afternoon', 'punish', 'unemploy', 'job']",sort pap screen afternoon punish unemploy job
1,"['total', 'differ', 'load', 'understat', 'black', 'comedi', 'film', 'get', 'see', 'rememb']",total differ load understat black comedi film get see rememb
1,"['movi', 'creat', 'univers', 'fascin', 'everi', 'way']",movi creat univers fascin everi way
1,"['movi', 'realli', 'got']",movi realli got
1,['see'],see
1,"['realli', 'hope', 'team', 'behind', 'movi', 'make', 'movi', 'continu', 'kinda', 'weird', 'style']",realli hope team behind movi make movi continu kinda weird style
1,"['forgot', 'cast', 'superb', 'trond', 'fausa', 'aurvåg', 'perfect', 'role', 'bothersom', 'man', 'doesnt', 'understand']",forgot cast superb trond fausa aurvåg perfect role bothersom man doesnt understand
1,"['movi', 'good', 'humor', 'comment', 'life']",movi good humor comment life
1,"['found', 'move', 'beauti', 'enjoy', 'uplift']",found move beauti enjoy uplift
1,"['initi', 'local', 'site', 'film', 'film', 'buffalo', 'intrigu']",initi local site film film buffalo intrigu
1,"['later', 'found', 'lost', 'power', 'film']",later found lost power film
1,"['entir', 'audienc', 'applaud', 'conclus', 'film']",entir audienc applaud conclus film
1,"['left', 'theater', 'lilt', 'step', 'joy', 'heart', 'hope', 'human', 'race']",left theater lilt step joy heart hope human race
1,"['duri', 'wholesom', 'appear', 'give', 'fine', 'perform']",duri wholesom appear give fine perform
1,"['rest', 'cast', 'also', 'play', 'well']",rest cast also play well
1,"['cinematographi', 'noteworthi', 'includ', 'fine', 'view', 'barcelona', 'fame', 'gaudi', 'tower']",cinematographi noteworthi includ fine view barcelona fame gaudi tower
0,"['ten', 'minut', 'film', 'start', 'second', 'thought']",ten minut film start second thought
0,"['half', 'way', 'film', 'start', 'dislik']",half way film start dislik
0,"['time', 'film', 'end', 'dislik', 'despis']",time film end dislik despis
0,"['film', 'lack', 'convinc', 'script']",film lack convinc script
0,"['script', 'look', 'rough', 'draft', 'written', 'shoot', 'began', 'finish', 'script', 'complet']",script look rough draft written shoot began finish script complet
0,"['thing', 'happen', 'charact', 'person', 'chang', 'plot', 'twist', 'occur', 'real', 'reason', 'script', 'call']",thing happen charact person chang plot twist occur real reason script call
1,"['cast', 'good']",cast good
1,"['worth', 'check']",worth check
0,"['probabl', 'irrit', 'show', 'ever', 'seen', 'entir', 'life']",probabl irrit show ever seen entir life
0,"['indescrib', 'annoy', 'idiot', 'show', 'ever', 'seen']",indescrib annoy idiot show ever seen
0,"['everyth', 'bad']",everyth bad
0,"['could', 'understand', 'kind', 'idiot', 'would', 'produc', 'mess', 'first', 'place', 'mention', 'sever', 'season']",could understand kind idiot would produc mess first place mention sever season
0,"['script', 'bad', 'bad', 'contain', 'cheesi', 'uneth', 'joke', 'normal', 'see', 'rate', 'r', 'nc', 'movi']",script bad bad contain cheesi uneth joke normal see rate r nc movi
0,"['cast', 'also', 'horribl', 'caus', 'see', 'realli', 'realli', 'bad', 'actor', 'period']",cast also horribl caus see realli realli bad actor period
0,"['final', 'word', 'show', 'real', 'tortur']",final word show real tortur
0,"['zillion', 'time', 'away', 'realiti']",zillion time away realiti
0,"['watch', 'wash', 'machin', 'twirl', 'around', 'wouldnt', 'hurt', 'eye', 'much', 'show']",watch wash machin twirl around wouldnt hurt eye much show
0,"['rate', 'grade', 'z', 'note', 'show', 'bad', 'even', 'mother', 'cast', 'pull', 'daughter', 'show']",rate grade z note show bad even mother cast pull daughter show
0,"['th', 'centuri', 'fox', 'road', 'hous', 'quit', 'silli', 'noir', 'implaus', 'unmitig', 'bore', 'movi']",th centuri fox road hous quit silli noir implaus unmitig bore movi
0,"['full', 'unconvinc', 'cardboard', 'charact', 'blandli', 'written', 'edward', 'chodorov', 'also', 'produc', 'surprisingli', 'direct', 'jean', 'negulesco', 'one', 'would', 'expect', 'great', 'deal']",full unconvinc cardboard charact blandli written edward chodorov also produc surprisingli direct jean negulesco one would expect great deal
0,"['widmark', 'charact', 'turn', 'unintent', 'comic']",widmark charact turn unintent comic
0,"['lose', 'marbl', 'earli', 'proceed', 'total', 'implaus', 'unconvinc']",lose marbl earli proceed total implaus unconvinc
0,"['isnt', 'enough', 'mess', 'movi', 'pictur', 'also', 'mar', 'constant', 'use', 'studio', 'set', 'indoor', 'exterior']",isnt enough mess movi pictur also mar constant use studio set indoor exterior
0,"['whatev', 'prompt', 'documentari', 'beyond']",whatev prompt documentari beyond
0,"['seriou', 'spoiler', 'movi', 'huge', 'disappoint']",seriou spoiler movi huge disappoint
0,"['mani', 'problem', 'dont', 'know', 'start']",mani problem dont know start
1,"['cast', 'great']",cast great
1,"['steve', 'martin', 'deliv', 'realli', 'funni', 'perform', 'middleag', 'upper', 'class', 'uptight', 'white', 'guy']",steve martin deliv realli funni perform middleag upper class uptight white guy
1,"['add', 'betti', 'white', 'jean', 'smart', 'great', 'cast', 'everyon', 'play', 'part', 'realli', 'well']",add betti white jean smart great cast everyon play part realli well
0,"['movi', 'make', 'lot', 'seriou', 'mistak']",movi make lot seriou mistak
0,"['first', 'enough', 'racial', 'stereotyp', 'racial', 'joke', 'offend', 'everyon']",first enough racial stereotyp racial joke offend everyon
0,"['movi', 'litter', 'overt', 'racial', 'slur', 'toward', 'black', 'cast', 'member', 'return', 'white', 'depict', 'moron', 'boob']",movi litter overt racial slur toward black cast member return white depict moron boob
0,"['put', 'race', 'card', 'asid', 'let', 'look', 'major', 'flaw', 'film', 'destroy', 'latifa', 'charact']",put race card asid let look major flaw film destroy latifa charact
0,"['real', 'plot']",real plot
0,"['wouldnt', 'see', 'movi', 'free']",wouldnt see movi free
1,"['steamboat', 'willi', 'amazingli', 'import', 'film', 'cinema', 'histori']",steamboat willi amazingli import film cinema histori
1,"['second', 'appear', 'mickey', 'mous', 'follow', 'silent', 'plane', 'crazi', 'earlier', 'year', 'probabl', 'famou', 'filmmostli', 'groundbreak']",second appear mickey mous follow silent plane crazi earlier year probabl famou filmmostli groundbreak
1,"['dont', 'yet', 'hear', 'mickey', 'speak', 'ton', 'sound', 'effect', 'music', 'throughout', 'filmsometh', 'take', 'grant', 'huge', 'crowd', 'pleaser']",dont yet hear mickey speak ton sound effect music throughout filmsometh take grant huge crowd pleaser
1,"['howev', 'see', 'short', 'year', 'amaz', 'timeless', 'film', 'actual']",howev see short year amaz timeless film actual
1,"['ador', 'see', 'mickey', 'play', 'turkey', 'straw', 'highli', 'imagin', 'occasion', 'cruel', 'way']",ador see mickey play turkey straw highli imagin occasion cruel way
1,"['clever', 'real', 'crowdpleaserthi', 'film', 'still', 'rank', 'among', 'mickey', 'best', 'film', 'even', 'wonder', 'year']",clever real crowdpleaserthi film still rank among mickey best film even wonder year
0,"['bipolar', 'ruthless', 'thug', 'one', 'minut', 'ruthless', 'killer', 'next', 'minut', 'luv', 'diaper', 'commerci', 'complet', 'unconvinc']",bipolar ruthless thug one minut ruthless killer next minut luv diaper commerci complet unconvinc
0,"['im', 'terribl', 'disappoint', 'film', 'would', 'receiv', 'mani', 'award', 'accolad', 'especi', 'far', 'deserv', 'work', 'film']",im terribl disappoint film would receiv mani award accolad especi far deserv work film
1,"['origin', 'bodi', 'soul', 'masterpiec']",origin bodi soul masterpiec
1,"['john', 'garfield', 'ann', 'rever', 'lilli', 'plmer', 'william', 'conrad', 'canada', 'leeand', 'film', 'one', 'greatest', 'cinematograph', 'ever', 'grace', 'screenjam', 'wong', 'howe']",john garfield ann rever lilli plmer william conrad canada leeand film one greatest cinematograph ever grace screenjam wong howe
0,"['dont', 'think', 'redeem', 'qualiti', 'remak']",dont think redeem qualiti remak
0,"['may', 'bad', 'film', 'ever', 'made']",may bad film ever made
0,"['badwellit', 'bad']",badwellit bad
0,"['movi', 'solid', 'exampl', 'bad', 'plot', 'bad', 'idea', 'way']",movi solid exampl bad plot bad idea way
0,"['shame', 'see', 'good', 'actor', 'like', 'thomerson', 'jame', 'make', 'live', 'mess', 'like']",shame see good actor like thomerson jame make live mess like
0,"['thought', 'bad']",thought bad
0,"['film', 'terribl', 'credit', 'version', 'watchabl']",film terribl credit version watchabl
0,"['let', 'start', 'problemsth', 'act', 'especi', 'lead', 'professor', 'bad']",let start problemsth act especi lead professor bad
0,"['script', 'big', 'flaw', 'mess']",script big flaw mess
0,"['best', 'exampl', 'dumb', 'write', 'establish', 'turn', 'zombiestud', 'back', 'human', 'remov', 'necklac', 'contain', 'piec', 'meteorit']",best exampl dumb write establish turn zombiestud back human remov necklac contain piec meteorit
0,"['director', 'paul', 'matthew', 'also', 'wrotedirect', 'weak', 'monster', 'movi', 'grim', 'clearli', 'doesnt', 'know', 'pace', 'film']",director paul matthew also wrotedirect weak monster movi grim clearli doesnt know pace film
0,"['movi', 'terribl', 'bore', 'place']",movi terribl bore place
0,"['light', 'aw']",light aw
0,"['film', 'look', 'cheap', 'bland']",film look cheap bland
0,"['one', 'disappoint', 'aspect', 'lack', 'notabl', 'gore']",one disappoint aspect lack notabl gore
0,"['convent', 'never', 'work', 'well', 'past', 'certainli', 'doesnt', 'work']",convent never work well past certainli doesnt work
0,"['visual', 'effect', 'aw']",visual effect aw
0,"['cg', 'open', 'sequenc', 'space', 'look', 'like', 'could', 'creat', 'microsoft', 'slideshow', 'god', 'sake']",cg open sequenc space look like could creat microsoft slideshow god sake
0,"['explos', 'ga', 'tank', 'end', 'aw']",explos ga tank end aw
1,"['okay', 'like', 'consid', 'fair', 'critic', 'ill', 'give', 'credit', 'credit', 'dueth', 'creatur', 'effect', 'actual', 'pretti', 'cool']",okay like consid fair critic ill give credit credit dueth creatur effect actual pretti cool
1,"['gotta', 'love', 'closeup', 'slimi', 'drool', 'teeth']",gotta love closeup slimi drool teeth
0,"['sum', 'film', 'breeder', 'terribl', 'cheapli', 'made', 'horror', 'movi', 'avoid', 'like', 'ebola', 'viru']",sum film breeder terribl cheapli made horror movi avoid like ebola viru
0,['recommend'],recommend
0,"['almost', 'unbear', 'watch', 'screen', 'littl', 'charisma', 'terribl', 'comed', 'time']",almost unbear watch screen littl charisma terribl comed time
0,"['asid', 'terribl', 'lead', 'film', 'load', 'debit']",asid terribl lead film load debit
0,"['understand', 'suppos', 'cheap', 'popcorn', 'comedi', 'doesnt', 'mean', 'complet', 'insult', 'intellig', 'write', 'incred', 'hackney', 'border', 'offens']",understand suppos cheap popcorn comedi doesnt mean complet insult intellig write incred hackney border offens
0,"['lewi', 'black', 'consider', 'talent', 'wast', 'incendiari', 'unrestrain', 'pg', 'rate', 'certainli', 'wont', 'allow']",lewi black consider talent wast incendiari unrestrain pg rate certainli wont allow
1,"['film', 'sole', 'bright', 'spot', 'jonah', 'hill', 'look', 'almost', 'unrecogniz', 'fan', 'recent', 'superbad', 'due', 'amount', 'weight', 'lost', 'interim']",film sole bright spot jonah hill look almost unrecogniz fan recent superbad due amount weight lost interim
0,"['origin', 'fresh', 'first', 'movi', 'spent', 'remak', 'littl', 'els', 'offer']",origin fresh first movi spent remak littl els offer
0,"['budget', 'evid', 'limit']",budget evid limit
0,"['reflect', 'cast', 'also', 'belowpar', 'script', 'borrow', 'much', 'earlier', 'classic']",reflect cast also belowpar script borrow much earlier classic
0,"['howev', 'decent', 'act', 'action', 'locat', 'work', 'balanc', 'thing']",howev decent act action locat work balanc thing
0,"['filmi', 'less', 'expans']",filmi less expans
0,"['fail', 'convey', 'broad', 'sweep', 'landscap', 'great', 'part', 'origin']",fail convey broad sweep landscap great part origin
0,"['gener', 'lack', 'imagin']",gener lack imagin
0,"['possibl', 'movi', 'get', 'wors']",possibl movi get wors
0,"['plot', 'keep', 'go', 'first', 'place']",plot keep go first place
0,"['even', 'women', 'final', 'show', 'sign', 'improv', 'expect', 'thing', 'happen', 'time', 'film', 'might', 'far', 'asleep']",even women final show sign improv expect thing happen time film might far asleep
0,"['bewar', 'trashi', 'cult', 'movi', 'trash', 'period']",bewar trashi cult movi trash period
0,"['cant', 'believ', 'there', 'even', 'sequel']",cant believ there even sequel
0,"['precis', 'give', 'bad', 'review']",precis give bad review
1,"['child', 'truli', 'enjoy', 'show', 'proudli', 'say', 'enjoy', 'big', 'time', 'even', 'classic', 'wb', 'cartoon']",child truli enjoy show proudli say enjoy big time even classic wb cartoon
1,"['tini', 'toon', 'kept', 'vibe', 'deliv', 'one', 'popular', 'funni', 'underr', 'cartoon', 'ever', 'creat']",tini toon kept vibe deliv one popular funni underr cartoon ever creat
1,"['memori', 'murki', 'say', 'enjoy', 'everi', 'singl', 'episod', 'product', 'relat', 'show']",memori murki say enjoy everi singl episod product relat show
1,"['easili', 'none', 'cartoon', 'made', 'laugh', 'tender', 'way', 'get', 'dark', 'sitcom', 'orient', 'teenag']",easili none cartoon made laugh tender way get dark sitcom orient teenag
1,"['charact', 'funni', 'peculiar', 'true', 'lead', 'charact']",charact funni peculiar true lead charact
1,"['everi', 'singl', 'charact', 'hilari', 'deserv', 'call', 'lead']",everi singl charact hilari deserv call lead
0,"['everi', 'element', 'stori', 'top', 'excess', 'phoni', 'contriv', 'pain', 'sit']",everi element stori top excess phoni contriv pain sit
0,"['line', 'seem', 'written', 'fifteen', 'year', 'old', 'though', 'tri', 'oh', 'hard', 'sound', 'like', 'fifteen', 'year', 'old', 'would', 'realli', 'um', 'know', 'well', 'talk']",line seem written fifteen year old though tri oh hard sound like fifteen year old would realli um know well talk
1,"['perabo', 'nice', 'energi', 'level', 'obvious', 'comfort', 'front', 'camera']",perabo nice energi level obvious comfort front camera
0,"['simpli', 'excus', 'someth', 'poorli', 'done']",simpli excus someth poorli done
0,"['saw', 'movi', 'thought', 'stupid', 'movi']",saw movi thought stupid movi
0,"['even', 'stupid', 'thought', 'idea', 'volcano', 'lo', 'angel']",even stupid thought idea volcano lo angel
0,"['honest', 'unbeliev', 'nonsens', 'foolish']",honest unbeliev nonsens foolish
0,"['conclus', 'bother', 'movi', 'volcano', 'lo', 'angel', 'noth', 'nonsens']",conclus bother movi volcano lo angel noth nonsens
0,"['stori', 'line', 'aw']",stori line aw
0,['pain'],pain
0,"['accent', 'absolut', 'abysm']",accent absolut abysm
0,"['there', 'also', 'enough', 'hypocrisi', 'film', 'make', 'vomit']",there also enough hypocrisi film make vomit
0,"['dont', 'wast', 'time', 'watch', 'rubbish', 'nonresearch', 'film']",dont wast time watch rubbish nonresearch film
1,"['believ', 'pitch', 'black', 'done', 'well']",believ pitch black done well
1,"['charact', 'interest', 'want', 'find', 'longer', 'movi', 'goe', 'think', 'peopl', 'surpris', 'doesnt', 'make']",charact interest want find longer movi goe think peopl surpris doesnt make
1,"['go', 'watch']",go watch
0,"['omit', 'watch']",omit watch
1,['funni'],funni
0,['rate'],rate
1,"['charact', 'interest', 'realli', 'care']",charact interest realli care
1,"['instant', 'classic', 'great', 'soundtrack', 'catchi', 'song', 'end', 'credit']",instant classic great soundtrack catchi song end credit
1,"['dont', 'miss']",dont miss
1,"['master', 'piec', 'filmmak', 'mani', 'theme', 'simmer', 'occasion', 'boil', 'wart', 'studi', 'poet', 'bohemian', 'selfindulg', 'wartim', 'year', 'span', 'aerial', 'bombard', 'london', 'outward', 'tranquil', 'welsh', 'coastal', 'retreat', 'borderlin', 'friendship', 'lust', 'love', 'dedic', 'art', 'experi', 'versu', 'practic', 'concern', 'jealousi', 'rivalri', 'cowardic', 'egot', 'versu', 'heroism', 'selfsacrific']",master piec filmmak mani theme simmer occasion boil wart studi poet bohemian selfindulg wartim year span aerial bombard london outward tranquil welsh coastal retreat borderlin friendship lust love dedic art experi versu practic concern jealousi rivalri cowardic egot versu heroism selfsacrific
1,"['matur', 'subtl', 'script', 'suggest', 'occasion', 'bring', 'dramat', 'focu', 'underli', 'tension', 'well', 'serv', 'perfect', 'perform', 'apart', 'odd', 'inappropri', 'smile', 'keira', 'knightley', 'prone', 'though', 'perhap', 'direct', 'time', 'charact', 'often', 'mention']",matur subtl script suggest occasion bring dramat focu underli tension well serv perfect perform apart odd inappropri smile keira knightley prone though perhap direct time charact often mention
1,"['exquisit', 'visual', 'composit', 'moment', 'invent', 'eleg', 'use', 'closeup', 'camera', 'angl', 'light', 'includ', 'pointillist', 'faux', 'home', 'movi', 'footag', 'wonder', 'joy', 'behold']",exquisit visual composit moment invent eleg use closeup camera angl light includ pointillist faux home movi footag wonder joy behold
1,"['continu', 'beauti', 'look', 'bertolucci', 'relationship', 'convinc', 'narr', 'engag', 'master', 'work']",continu beauti look bertolucci relationship convinc narr engag master work
0,"['basic', 'premis', 'wast', 'sinc', 'sidelin', 'inexplic', 'focu', 'documentari', 'crew']",basic premis wast sinc sidelin inexplic focu documentari crew
0,"['regardless', 'film', 'fail', 'level']",regardless film fail level
0,"['avoid', 'cost']",avoid cost
1,"['saw', 'film', 'christma', 'great', 'film']",saw film christma great film
1,"['thought', 'errol', 'flynn', 'brilliant', 'custer', 'sinc', 'becom', 'favourit', 'actor']",thought errol flynn brilliant custer sinc becom favourit actor
1,"['act', 'alongsid', 'olivia', 'de', 'havilland', 'brilliant', 'end', 'fantast']",act alongsid olivia de havilland brilliant end fantast
1,"['alway', 'known', 'errol', 'flynn', 'brilliant', 'actor', 'dad', 'favourit', 'actor', 'grew', 'watch', 'film', 'child']",alway known errol flynn brilliant actor dad favourit actor grew watch film child
1,"['wasnt', 'watch', 'film', 'realis', 'great', 'actual']",wasnt watch film realis great actual
1,"['ill', 'give', 'film']",ill give film
0,"['know', 'jim', 'oconnor', 'energet', 'nobodi', 'could', 'much', 'georg', 'well', 'dull']",know jim oconnor energet nobodi could much georg well dull
0,"['realli', 'didnt', 'seem', 'want', 'host', 'voiceov', 'monoton', 'didnt', 'get', 'involv', 'guest']",realli didnt seem want host voiceov monoton didnt get involv guest
1,"['love', 'littl', 'thriller', 'hitchcock', 'lot', 'nice', 'shenanigan', 'surround', 'murder', 'spi', 'kidnap', 'child', 'nasti', 'church', 'foreign', 'plot', 'random', 'taxidermist']",love littl thriller hitchcock lot nice shenanigan surround murder spi kidnap child nasti church foreign plot random taxidermist
1,"['jimmi', 'stewart', 'ever', 'great', 'hero', 'hitchcock', 'stori', 'rip', 'along', 'cool', 'climax', 'embassi', 'function', 'lack', 'brood', 'menac', 'hitchcock', 'black', 'white', 'lowbudget', 'origin']",jimmi stewart ever great hero hitchcock stori rip along cool climax embassi function lack brood menac hitchcock black white lowbudget origin
1,"['nevertheless', 'yet', 'anoth', 'wonder', 'film', 'great', 'master', 'stabl']",nevertheless yet anoth wonder film great master stabl
1,"['say', 'film', 'excel', 'produc', 'top', 'rate', 'typic', 'sci', 'fi', 'film']",say film excel produc top rate typic sci fi film
1,"['excel', 'produc', 'one', 'scifi', 'best', 'produc', 'scot', 'vandiv']",excel produc one scifi best produc scot vandiv
1,"['entertain', 'nonetheless']",entertain nonetheless
1,"['campi', 'sort', 'film', 'that', 'joy', 'watch']",campi sort film that joy watch
1,"['there', 'bare', 'bore', 'moment', 'film', 'plenti', 'humor', 'part']",there bare bore moment film plenti humor part
1,"['cast', 'alway', 'entertain', 'usual']",cast alway entertain usual
1,"['overal', 'delight']",overal delight
0,"['movi', 'mindbendingli', 'aw', 'couldnt', 'even', 'creat']",movi mindbendingli aw couldnt even creat
0,"['film', 'lack', 'real', 'scare', 'tension', 'medic', 'terminolog', 'use', 'throughout', 'bit', 'iffi', 'say', 'least', 'say', 'insulin', 'depend', 'diabet']",film lack real scare tension medic terminolog use throughout bit iffi say least say insulin depend diabet
0,"['least', 'said', 'act', 'better']",least said act better
1,"['movi', 'excel', 'job', 'reveal', 'complex', 'task', 'incred', 'challeng', 'face', 'south', 'africa']",movi excel job reveal complex task incred challeng face south africa
1,"['believ', 'everi', 'one', 'see', 'movi', 'think', 'peopl', 'outsid', 'south', 'africa', 'understand', 'past', 'attempt', 'truth', 'reconcili', 'process']",believ everi one see movi think peopl outsid south africa understand past attempt truth reconcili process
1,"['noth', 'short', 'magnific', 'photographycinematographi', 'film']",noth short magnific photographycinematographi film
1,"['act', 'fantast', 'stori', 'seamlessli', 'woven', 'togeth', 'dog', 'splendid', 'must', 'rent', 'view', 'see']",act fantast stori seamlessli woven togeth dog splendid must rent view see
1,"['dont', 'afraid', 'subtitl', 'worth', 'littl', 'avers', 'therapi']",dont afraid subtitl worth littl avers therapi
1,"['excel', 'perform']",excel perform
1,"['still', 'good', 'actor', 'around']",still good actor around
1,"['also', 'great', 'direct', 'photographi']",also great direct photographi
1,"['true', 'shakespear', 'must', 'shakespear', 'fan']",true shakespear must shakespear fan
1,"['macbeth', 'jason', 'conneri', 'move', 'tear', 'final', 'monolog', 'brief', 'candl', 'outh', 'gave', 'sphere', 'moral', 'decay', 'dark', 'forc', 'human', 'face', 'make', 'interest']",macbeth jason conneri move tear final monolog brief candl outh gave sphere moral decay dark forc human face make interest
1,"['helen', 'baxendal', 'credibl', 'ladi', 'macbeth', 'cheerful', 'time', 'sometim', 'look', 'like', 'naughti', 'girl', 'deadli', 'tast', 'blood', 'evil']",helen baxendal credibl ladi macbeth cheerful time sometim look like naughti girl deadli tast blood evil
1,"['love', 'death', 'decay', 'shakespear', 'lyric', 'one']",love death decay shakespear lyric one
1,"['witti', 'delight', 'adapt', 'dr', 'seuss', 'book', 'brilliantli', 'anim', 'upa', 'finest', 'thoroughli', 'deserv', 'academi', 'award']",witti delight adapt dr seuss book brilliantli anim upa finest thoroughli deserv academi award
1,"['special', 'mention', 'made', 'superb', 'music', 'score', 'sound', 'effect', 'integr', 'element', 'help', 'make', 'memor', 'enjoy', 'cartoon']",special mention made superb music score sound effect integr element help make memor enjoy cartoon
1,"['howev', 'paul', 'schrader', 'inde', 'made', 'film', 'mishima', 'superb', 'complex']",howev paul schrader inde made film mishima superb complex
1,"['also', 'notabl', 'john', 'bailey', 'fine', 'crisp', 'beauti', 'color', 'cinematographi', 'great', 'product', 'design', 'costum', 'eiko', 'ishioka', 'went', 'memor', 'costum', 'coppola', 'dracula', 'receiv', 'well', 'deserv', 'oscar']",also notabl john bailey fine crisp beauti color cinematographi great product design costum eiko ishioka went memor costum coppola dracula receiv well deserv oscar
0,"['even', 'allow', 'poor', 'product', 'valu', 'time', 'format', 'kind', 'miniseri', 'baaaaaad']",even allow poor product valu time format kind miniseri baaaaaad
0,"['unless', 'your', 'visual', 'collect', 'extant', 'film', 'austen', 'work', 'skip', 'one']",unless your visual collect extant film austen work skip one
1,"['watch', 'howev', 'small', 'consol', 'actress', 'play', 'ann', 'sister', 'wonder', 'job', 'role']",watch howev small consol actress play ann sister wonder job role
0,['good'],good
0,"['speak', 'music', 'unbear', 'predict', 'kitchi']",speak music unbear predict kitchi
0,"['film', 'drop', 'ball']",film drop ball
1,"['stun', 'movi']",stun movi
1,"['raw', 'sublim', 'move']",raw sublim move
1,"['felt', 'like', 'grip', 'intellig', 'stage', 'play', 'without', 'overli', 'theatric', 'feel', 'one', 'actual', 'get', 'watch', 'peopl', 'stage', 'play', 'everyon', 'terror', 'white', 'lie', 'escal', 'monstrou', 'consequ']",felt like grip intellig stage play without overli theatric feel one actual get watch peopl stage play everyon terror white lie escal monstrou consequ
1,"['main', 'player', 'mesmeris']",main player mesmeris
1,"['tom', 'wilkinson', 'broke', 'heart', 'end', 'everyon', 'els', 'judg', 'amount', 'fumbl', 'hanki', 'hand', 'go', 'face', 'among', 'male', 'femal', 'alik']",tom wilkinson broke heart end everyon els judg amount fumbl hanki hand go face among male femal alik
1,"['julian', 'fellow', 'triumph']",julian fellow triumph
1,"['he', 'nation', 'treasur']",he nation treasur
1,"['go', 'see']",go see
1,"['excel', 'film']",excel film
1,"['aerial', 'scene', 'welldon']",aerial scene welldon
1,"['also', 'right', 'balanc', 'war', 'love']",also right balanc war love
1,"['film', 'give', 'mean', 'phrase', 'never', 'histori', 'human', 'conflict', 'much', 'owe', 'mani']",film give mean phrase never histori human conflict much owe mani
1,"['kri', 'kristoffersen', 'good', 'movi', 'realli', 'make', 'differ']",kri kristoffersen good movi realli make differ
1,"['good', 'film', 'great', 'director']",good film great director
1,"['definit', 'one', 'better', 'documentari', 'seen', 'look', 'famili', 'relationship', 'marriag']",definit one better documentari seen look famili relationship marriag
0,"['mani', 'continu', 'error', 'one', 'user', 'comment', 'differ', 'car', 'garag', 'joe', 'glassesth', 'one', 'got', 'fact', 'joe', 'facial', 'hair', 'configur', 'seem', 'chang', 'scene', 'scene']",mani continu error one user comment differ car garag joe glassesth one got fact joe facial hair configur seem chang scene scene
1,"['great', 'movi']",great movi
1,['star'],star
0,"['cant', 'see', 'movi', 'inspir', 'anyon', 'come', 'overcom', 'fear', 'reject']",cant see movi inspir anyon come overcom fear reject
0,"['bad', 'actual', 'worth', 'see', 'reason']",bad actual worth see reason
1,"['punish', 'park', 'brilliant', 'piec', 'cinema']",punish park brilliant piec cinema
1,"['shot', 'southern', 'california', 'desert', 'use', 'patent', 'faux', 'documentari', 'style', 'watkin', 'creat', 'film', 'like']",shot southern california desert use patent faux documentari style watkin creat film like
1,"['one', 'peter', 'watkin', 'access', 'film']",one peter watkin access film
1,"['advis', 'look']",advis look
1,"['wont', 'regret']",wont regret
1,"['highli', 'recommend']",highli recommend
0,"['well', 'keep', 'think', 'bad']",well keep think bad
0,"['mediocr', 'miser', 'hollow', 'laughabl', 'predict', 'piec', 'garbag']",mediocr miser hollow laughabl predict piec garbag
0,"['case', 'bad', 'laughabl']",case bad laughabl
0,"['bad', 'perform', 'play', 'angela', 'bennett', 'comput', 'expert', 'home', 'time']",bad perform play angela bennett comput expert home time
0,"['film', 'noth', 'pretext', 'show', 'ridicul', 'action', 'scene']",film noth pretext show ridicul action scene
0,['aw'],aw
0,"['still', 'bad', 'actress', 'repeat', 'robot', 'face', 'move', 'pictur']",still bad actress repeat robot face move pictur
0,"['result', 'well', 'shame']",result well shame
0,"['delet', 'film', 'mind']",delet film mind
0,"['one', 'worst', 'show', 'time']",one worst show time
0,"['show', 'would', 'begin', 'smart', 'ass', 'ed', 'comment', 'would', 'total', 'wall', 'uncal']",show would begin smart ass ed comment would total wall uncal
0,"['fat', 'comput', 'geek', 'unbeliev', 'bibl', 'thumper', 'badass', 'girl', 'actor']",fat comput geek unbeliev bibl thumper badass girl actor
0,"['never', 'heard', 'except', 'cole', 'total', 'unbeliev', 'part']",never heard except cole total unbeliev part
0,"['everi', 'time', 'open', 'mouth', 'expect', 'hear', 'see', 'kid', 'pull', 'plug', 'merci', 'kill', 'horribl', 'show']",everi time open mouth expect hear see kid pull plug merci kill horribl show
0,"['stori', 'unbeliev', 'actor']",stori unbeliev actor
0,"['lame', 'would', 'best', 'way', 'describ']",lame would best way describ
